id,nb_images,longueur_image,largeur_image,description_produit,taille,annee,couleur,prix,categorie,nom_produit,delai_vente
8779,1,336.0,400.0,"<p><strong>Livre d'occasion écrit par Simon Tofield paru en 2012 aux éditions Fleuve Éditions<br/>Thème : BANDES DESSINÉES, COMICS, MANGAS - Bandes dessinées - Bandes dessinées de genre - Humour.</strong></p><p>A propos de cet exemplaire de ""Simon's Cat envers et contre tous !"": couverture cartonnée, format moyen , très bon état.<br/> . Code ISBN de référence pour ce livre : 9782265093829<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2012.0,,2.1,librairie,Simon's Cat envers et contre tous ! - Simon Tofield,2
8780,3,900.0,675.0,"<p><strong>Chemisier Manches Longues Femme PROMOD</strong></p>
<p>Taille 38</p>
<p>Couleur Mauve Clair</p>
<p>Imprimé Fleuri</p>",38,,Multicolore,3.5,mode,PROMOD - T38 ( ref.b25 ),2
8781,4,2448.0,2448.0,"Débardeur écru à rayures bleues marine BIBI MARIN. 

- Bretelles fixes. 
- Coupe droite. 
- Surpiqûres ton sur ton. 
- Maille fine. 
- Rayures bleue marine. 
- Couleur écru. 

Taille: unique. 
Matière: 50% coton, 50% polyester. ",TU,,Ecru,4.0,mode,Débardeur écru à rayures bleues marine BIBI MARIN ,0
8782,12,3456.0,4608.0,"un pantalon
deux robes
un pull polaire
deux gilets",,,Multicolore,5.0,enfance,6 pièces vêtements fille 6 mois,2
8783,4,1100.0,1100.0,"L'hiver. Texte, dessins, aquarelles et photographies de Bernard Clavel. Relié avec jacquette. Edité par Nathan, 2003, Paris. Dimensions: 27 cm × 29 cm × 3 cm. Poids: 1,575 kg. 191p. Très bon état.",,2003.0,Bleu,15.0,librairie,L'hiver de Bernard Clavel,2
8784,4,3776.0,1979.0,"Superbe chaise relookée unique en son genre . Retapée  par les soins de Serge , bénévole au sein d'Emmaüs 88 . Il met ses compétences professionnelles au profit de notre structure.
Hauteur 89 cm , hauteur assise 43 cm .",,,Orange,30.0,les coups de coeur des vendeurs,"Chaise relookée "" Upcycling by Emmaüs 88 ""  ",0
8785,4,2238.0,2238.0,"Gros moulin à café en bois. Il présente quelques traces d'usure mais bon état d'ensemble. Fonctionne. Dimensions : 11,5 x 11, 5 x 24 cm. ",,,Marron,10.0,mobilier - deco,Gros moulin à café en bois,1
8786,4,900.0,675.0,"<p><strong>Jupe Femme LAURA ASHLEY</strong></p>
<p>Mi Longue</p>
<p>Taille 38</p>
<p>Couleur Bleue Marine</p>
<p>Aspect Velours</p>
<p>Fermeture Zippée Sur le Côté</p>
<p>Bon Etat</p>",38,,Bleu,8.0,mode,LAURA ASHLEY - T38 ( ref.f108 ),0
8787,3,2697.0,1614.0,"Petit sac à bandoulière en cuir, imitation croco.
Bandoulière amovible.
Fermeture par zip et type cartable.
Pas de poche intérieure, mais 1 zippée à l'arrière.

Lxl = 21cmx22cm",,,Rouge,10.0,mode,Petit sac imitation croco,2
8788,6,2448.0,2448.0,"Jean bicolore pour homme de la marque KAPORAL. 

Taille : 40
Matière : 100% coton
Colorie : bleu et kaki

Description des détails :
Fermeture boutonnée, 6 poches, passants pour une ceinture, surpiqûres contrastantes, matière à empiècement kaki sur la partie haute du jean, coupe régular, marque brodée sur la poche à gousset. 

On aime l’originalité de ce jean avec son empiècement kaki ! ",40,,Bleu,8.0,mode,Jean bicolore pour homme de la marque KAPORAL ,1
8789,3,4272.0,4272.0,"Jeu complet WARHAMMER 40.000 composé :
Plateau complet + Codex Tyranides + Le livre explicatif.",,,Noir,38.0,culture - loisirs,Le jeu complet WARHAMMER 40.000,0
8790,4,2753.0,2624.0,"En route pour un pique nique au bord de l'eau avec ce panier en osier . Facile à porter grâce à son anse et de par sa légèreté ,  pratique avec son grand compartiment pour y mettre tous vos ingrédients .
26 x 32 cm avec anse comprise 45 cm .",,,Marron,10.0,culture - loisirs,Panier pique nique en osier ,0
8791,4,900.0,675.0,"<p><strong>Ceinture Homme PUBLIC GAULTIER</strong></p>
<p>Couleur Noire</p>
<p>Cuir Véritable Vachette</p>
<p>Dimensions : 70/28</p>
<p>Boucle Argenté</p>
<p>Quelques Traces Sur Cuir</p>
<p>Bon Etat</p>",,,Noir,8.0,label selection,PUBLIC GAULTIER Ceinture Homme ( ref.k49 ),0
8792,4,900.0,675.0,"<p><strong>Pantalon Femme H&M</strong></p>
<p>Coupe Slim</p>
<p>Taille 36</p>
<p>Couleur Doré</p>
<p>Bon Etat</p>",36,,Doré,8.0,mode,H&M - T36 ( ref.g79 ),1
8793,4,2801.0,1973.0,"Superbe livre de contes Charles Perrault pour lire de belles histoires à vos enfants . 8 contes de Charles Perrault , 4 de Madame d'Aulnoy et 2 de Madame Leprince De Beaumont . Quelques exemples : Barbe Bleue , Cendrillon , La Belle et la Bête , l'Oiseau Bleu ... sur 252 pages .",,2006.0,Multicolore,10.0,librairie,Livre de contes Charles Perrault ,2
8794,1,1024.0,667.0,On a ici un parfait exemple de photographie polissonne °fin de siècle °appuyée aggravée même par le modèle  sans grâce qui veut incarner la débauche.,,,,3.0,loisirs,Carte postale d'autrefois,2
8795,3,2200.0,2200.0,"Les températures peuvent baisser, vos mains seront bien protégées dans ce cocon douillet...
Moufles en cuir de mouton retourné de Monoprix. 
Taille 7. 
Prix neuf 45€. 
",,,,8.0,label selection,Gants moufles cuir de mouton neuf T 7,1
8796,4,2338.0,2246.0,"Recueil du Journal Tintin 1970 numéro 85 . Journal des jeunes de 7 à 77 ans . Bande dessinées , publicités , sont au rendez vous . Illustrations en couleurs et N&B . Fan de Tintin vous allez trouver votre bonheur au fil de la lecture de celui-ci . Le coin de la couverture est abîmé et quelques pages mais reste en bonne état 
H 28,5 , épaisseur 3 cm . Nombres de pages important .",,1970.0,,50.0,librairie,Recueil Journal Tintin 1970 ,1
8797,4,900.0,675.0,"<p><strong>T-Shirt Femme MEXX</strong></p>
<p>Manches Longues</p>
<p>Taille 42</p>
<p>Couleur Marron - Imprimé Blanc</p>
<p>Col en V</p>
<p>Bon Etat</p>",42,,Marron,9.0,mode,MEXX - T42 ( ref.b197 ),1
8798,7,2448.0,2448.0,"Robe fluide à manches 3/4 femme PROMOD. 

- Col bateau. 
- Manches 3/4.
- Coupe droite. 
- Ceinture en tissu autour de la taille. 
- Matière fluide et non doublée. 
- 2 poches. 
- Motifs ethnique. 

Taille: Non renseignée, nous estimons une taille 3. 
Matière: Non renseignée. 


",T3,,Multicolore,6.0,label selection,Robe fluide à manches longues femme PROMOD ,1
8799,3,900.0,675.0,"<p><strong>Jupe Courte Femme ESPRIT</strong></p>
<p>Couleur Noire Dentelle</p>
<p>Taille 36</p>",36,,Noir,10.0,mode,ESPRIT - T36 ( ref.f4 ),0
8800,3,2304.0,3072.0,"1936. 
Librairie Delagrave. 
21 planches. 
100 photographies. 
Deuxième édition revue et augmentée. 
200 pages. 
Couverture rigide en percaline bleue.",,1936.0,,20.0,librairie,Les héros de l'air - Jacques Mortane,0
8801,1,2848.0,2848.0,"Lot 2 beaux chandeliers en laiton.
 Haut de 26 cm base: 11 cm",,,Doré,49.0,mobilier - deco,Lot 2 chandeliers en laiton,2
8802,6,2448.0,2448.0,"Optez pour un style 100 % fashion working girl avec cette veste de tailleur noire. Avec ses 3 fausses poches sur le devant, fermeture boutonnée et son tissu rose fuschia au niveau des manches à l'intérieur de la veste, vous pourrez obtenir un style très tendance en portant cette veste avec tous vos jeans, pantalon, jupe et robe. N'hésitez pas à retrousser les manches pour offrir à votre look un style décontracté mais classe à la fois.
Les dimensions sont effectuées pour une taille L.
Composé de 75% de polyester, 20% de viscose et 5% d'élasthanne.
Doublure 100% polyester",L,,Noir,12.0,mode,Veste de tailleur femme contrastée BONOBO ,0
8803,3,3378.0,3089.0,"Foulard carré en soie (90cm x 90cm), avec un motif champêtre composé de fruits et de végétaux, complété par une bordure noire.
Un motif en brin d'herbe est visible en surimpression.
Les bords sont roulottés à la main, signe d'une finition de qualité pour cette maison de couture peu connue : Egon Von Furstenberg.",,,Multicolore,18.15,mode,Foulard Furstenberg Couture,1
8804,2,2822.0,3045.0,"Camée en broche  de 2 cm de haut sur 2 cm de large
Modèle ancien
Made in West Germaniy
Accroche via un clip à mettre sur une poche",,,,8.0,mode,,0
8805,7,2448.0,2448.0,"Doudoune longue grise pour femme de la marque COP COPINE. 

Taille : 42
Matière : 100% polyester. Doublure : 50% acétate, 50% viscose. Rembourrage : 100% polyester.
Colorie : gris

Fermeture à pression, manches longues, entièrement doublée, col  amovible, surpiqûres ton sur ton, 2 poches, coupe longue. 

",42,,Gris,12.0,mode,Doudoune longue grise pour femme de la marque COP COPINE ,0
8806,2,2848.0,2848.0,Lustre ancien environ 1920 de couleur argentée Art Déco avec ses 3 tulipes. Pour éclairer votre intérieur,,,Argenté,98.0,mobilier - deco,Lustre Art Déco en métal argenté,0
8807,5,480.0,480.0,"Lot de 10 cravates  de marque différentes :
- deux cravates de maque LANCEL PARIS (9cm)
- six cravates de  marque AUX LAINS ECOSSAISES (8cm)
- une cravate de  marque HERMES - PARIS (7cm) 
- une cravate de  marque Arthur &amp; Fox PARIS (8cm)
Très bon état . ",,,Multicolore,35.0,mode,Lot de 10 cravates de marques differentes,0
8808,4,1536.0,1536.0,"Pull à manches longues AFIBEL. Multicolore noir et écru. Il joue les contrastes et la fantaisie dans un trompe l’œil en laissant croire à un gilet sur le pull fermé par un crochet. Encolure arrondie. 
Composition : 97% acrylique, 3% élasthanne.
Un pull ”chic et charme”.",46,,Multicolore,12.0,mode,,1
8809,3,960.0,1280.0,"lot de 12 cartes postales anciennes de LUZARCHES ( S- et O), la poste, café du centre, moulin, blanchisserie DUFFET, écoles, divers rues ",,19201930.0,,15.0,librairie,"lot de 12 cartes postales anciennes de LUZARCHES ( S- et O), la poste, café du centre, moulin, blanchisserie DUFFET, écoles, divers rues ",2
8810,5,2448.0,2448.0,"Bottes noires à talons plats pour femme de la marque STEPHAN. 

Pointure : 38. 
Matière : simili. 
Coloris : noir. 

Semelle plate, surpiqûres ton sur ton, entièrement doublées d'un tissu sherpa, bout arrondis, fermeture zippée, hauteur 39 cm. 

Parfait pour affronter l'hiver. ",,,Noir,10.0,mode,Bottes noires à talons plats pour femme de la marque STEPHAN ,0
8811,3,1088.0,1088.0,"magnifique lot de deux lampes à pétrole anciennes, en verre torsadé ; hauteur : 40 cm ; ne peuvent être vendues séparément.En parfait état de fonctionnement .",,,,23.0,mobilier - deco,lot de 2 lampes à pétrole,2
8812,3,3292.0,3292.0,"Ancien Casque de Pompier en Laiton avec Jugulaire - Quelques manque (plaque, rivets) - Marqué 48 sur bavette arrière - Fin 19ème - Diamètre 17 cm (intérieur)",,,Doré,48.0,mobilier - deco,Casque Pompier en Laiton - Vers 1890/1900,1
8813,4,2448.0,2448.0,"Écharpe oversizes carrée pour femme. 

Dimensions : 140 cm.
Matière : 100% viscose. 
Couleur : kaki, rose, bleu, blanc, orange et beige.

Description des détails : 
Pompons multicolore sur l'extrémité de l'écharpe, motifs feuillage. 


Les écharpes « oversizes » elles sont parfaites pour finaliser une tenue, peuvent même parfois se porter sous forme de plaid et sont les meilleures alliées des plus frileuses d’entre nous.",TU,,Kaki,8.0,mode,Grande écharpe carrée pour femme ,1
8814,1,406.0,250.0,"<p><strong>Livre d'occasion écrit par Stephenie Meyer paru en 2008 aux éditions Jean-Claude Lattès<br>Thème : LITTÉRATURE GÉNÉRALE.</strong></p><p>A propos de cet exemplaire de ""Les âmes vagabondes"": couverture souple, format moyen , très bon état.<br> . Code ISBN de référence pour ce livre : 9782709630269<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2008.0,,2.0,librairie,Les âmes vagabondes - Stephenie Meyer,2
8815,6,2448.0,2448.0,"Basket homme
Synthétique
Noire
Taille 42",,,Noir,8.0,mode,"Basket homme, ' REEBOK ' ",1
8816,3,1536.0,2048.0,"Charlélie Couture - Poème rock
12 titres",,,,5.0,loisirs,Charlelie Couture - Poème Rock,2
8817,5,2048.0,1536.0,"Un panneau sculpté en bois représentant une figure indonésienne ou indienne peinte en or.

Dimensions en cm (H × L) : 92 x 34,5

Poids en kilo: 3,100 kg

La eboutique Emmaüs Alternatives vous propose un achat solidaire à travers une sélection d'objets de collection.",,,Doré,90.0,mobilier - deco,Panneau sculpté d'une figure indonésienne ou indienne dorée,2
8818,3,916.0,768.0,Gilet avec boutons,38,,Marron,7.0,mode,GILET FEMME MARRON FONCE CAROLL TAILLE 38,2
8819,5,900.0,675.0,"<p><strong>Bottines Femme LADY GLAM</strong></p>
<p>Talon Fin 9 cm - Bout Pointu</p>
<p>Pointure 38</p>
<p>Couleur Noires</p>
<p>Tirette Fantaisie Sur le Côté</p>
<p>Neuves avec Étiquette</p>",,,Noir,8.0,mode,LADY GLAM - P38 ( ref.l62 ),2
8820,5,3375.0,2665.0,"Célèbre marque à l'époque ce mini sac à dos de couleur écru / beige aux bordures marron foncées fera le bonheur d'une collectionneuse ou tout simplement office de sac de tous les jours . Petite poche zippée sur le devant . Petit logo Chipie doré . 
Dimensions : 20 x 22 cm environ .",,,Ecru,5.0,mode,"Mini sac à dos Chipie , écru ",2
8821,4,2448.0,2448.0,"Robe pour femme, de la marque Hell Bunny

Taille : XS
Colorie : noir à pois rose
Composition : Coton

Robe à bretelles. Bouton fantaisie rose sur le bustier. Taille marquée et ceinture noire. Fermeture zippée dans le dos. Longueur jupon : genoux. Motif à pois rose all over.

Cette robe à l'esprit lolita et pin'up des années 50-60 vous assurera un look rétro et original. De quoi concurrencer directement Emma Stone dans Lala Land !",XS,,Noir,8.0,les coups de coeur des vendeurs,"Robe, rétro, pin'up, femme, Hell Bunny",1
8822,2,2196.0,2196.0,"Collier court ""Zara"", composé de pierres synthétiques.
Fermoir mousqueton réglable en longueur.
En parfait état.

Tour de cou : 20cm",TU,,Multicolore,10.0,mode,Collier Zara,1
8823,6,1920.0,2560.0,"Collection d'insectes

*Dimensions:  39 x 26 x 5.5 cm.",,,Multicolore,30.0,loisirs,Collection Insectes,1
8824,5,1536.0,2048.0,"Figurine abîmée.
Le quêteur porte un habit bleu.
Plâtre.",,,,50.0,label selection,"Enfant, africain, quêteur. ""Un petit sou, Jésus vous le rendra"".",0
8825,4,2924.0,1818.0,"Manteau de mi-saison à manches longues.
Col style trench.
2 poches.
Fermeture par des boutons siglés sur l'avant.
Le bas a une forme boule et est décoré de façon originale.
Doublure originale.
Broderie de la marque au dos.

Taille 44",44,,Blanc,15.0,mode,,0
8826,3,640.0,480.0,"<p><strong>Jupe en Jeans Mi Longue Femme LEVIS</strong></p>
<p>Taille 34</p>
<p>Couleur Bleu Jeans</p>
<p>Neuve avec Étiquette</p>
<p> </p>",34,,Bleu,4.0,mode,LEVIS - T34 ( ref.f28 ),2
8827,2,2304.0,3072.0,"Vase en verre torsadé à motif de fleurs émaillés
Hauteur 26 cm",,,,20.0,mobilier - deco,Vase en verre torsadé,0
8828,2,1100.0,1100.0,"Encadrement de qualité Français ancien cadre en laiton doré. Porte photo avec ornement de ruban et verre biseauté des années 1900 authentique … Estampillé S.G.D.G - format visite. Le laiton est à nettoyer. Hauteur: 13,5cm Largeur: 7cm
",,,,15.0,mobilier - deco,Cadre photo  Français en verre et laiton,0
8829,3,3000.0,2616.0,"Poupée ancienne originale et peu commune de part sa couleur de peau noire . Cheveux crépu , yeux dormeurs , l'un est un peu abîmé et ne se referme pas correctement . Bouche abîmée . 
H 42 cm .",,,Noir,5.0,enfance,Poupée noire ancienne ,2
8830,8,487.0,800.0,"- Sac à main
- couleur: noir
- marque: CARO COLLECTION
- avec étiquette CARO 
- avec miroir intérieur  ",,,Noir,15.0,mode,"Sac à Main ""CARO"" ",1
8831,3,3029.0,2496.0,"Jolie chemisier imprimé fleuri multicolore . Cacharel Liberty . Manches longues , col aspect froufrou et extrémité des manches . 
Taille environ 36 / 38 .",36,,Multicolore,8.0,mode,"Chemisier imprimé fleuri , Cacharel Liberty , taille 36/38",1
8832,8,2448.0,2448.0,"Très joli réveil / pendulette doré Uti Swiza Tempus Fugit 8 15 Jewels
L'alarme fonctionne mais il manque la clef pour remonter le réveil et l'heure. Il peut donc être fonctionnel si cette clef est remplacée.

Dimensions : 16 x 11 x 6 cm",,,Doré,40.0,mobilier - deco,Réveil - Uti Swiza,0
8833,1,616.0,616.0,"<p><strong>Livre d'occasion écrit par Serre paru en 1993 aux éditions J'Ai Lu.</strong></p><p>A propos de cet exemplaire de ""Les meilleurs dessins"": couverture souple, format poche , bon état.<br>  Coins frottés. Code ISBN de référence pour ce livre : 9782277330066<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,1993.0,,1.8,librairie,Les meilleurs dessins - Serre,2
